trajectory,successful_hours,solve_time_s,daily_cost,daily_loss_MWh,solar_curt_MWh,wind_curt_MWh,max_solar_curt_MW,max_wind_curt_MW,curtailed_hours
167,24,9.5523725,1090037.00255405,1283.47875614799,0,0,0,0,0
168,24,9.2904788,1116922.86851874,1298.59959365671,0,0,0,0,0
169,24,9.1373883,1120768.80835014,1312.42526156911,0,0,0,0,0
170,24,9.4466174,1100173.87726074,1293.56290319035,0,0,0,0,0
171,24,8.5340249,1082117.73681673,1283.63522947819,0,0,0,0,0
172,24,8.1338174,1044975.21870364,1269.12074768775,0,0,0,0,0
173,24,8.1916868,995205.501820291,1294.19275418829,0,0,0,0,0
174,24,8.7940734,1114383.20820288,1312.60827705839,0,0,0,0,0
175,24,8.1475053,1115358.117536,1307.17530119376,0,0,0,0,0
176,24,7.8970809,927644.888746766,1318.52187795537,0,0,0,0,0
177,24,7.8424691,1068048.91583835,1273.75663833451,0,0,0,0,0
178,24,7.8214479,1108697.9140149,1311.61361475247,0,0,0,0,0
179,24,7.9059842,1048478.64467744,1256.3950976697,0,0,0,0,0
180,24,7.9659331,1116350.64061582,1303.8714526803,0,0,0,0,0
181,24,7.778124,1096441.30901691,1319.47439065522,0,0,0,0,0
182,24,7.8772222,1091674.22139068,1287.78697343492,0,0,0,0,0
183,24,7.8624427,1076451.59299784,1278.04013188822,0,0,0,0,0
184,24,8.0132471,1030833.27531353,1232.4411533032,0,0,0,0,0
185,24,8.1203194,1085493.16170564,1273.57574253092,0,0,0,0,0
186,24,8.1502497,1094717.69387317,1295.06224175115,0,0,0,0,0
187,24,7.9519845,1092808.47303626,1292.58056600604,0,0,0,0,0
188,24,7.9943701,1093265.69706996,1299.24135328189,0,0,0,0,0
189,24,7.8308441,1088168.79059545,1290.97457819583,0,0,0,0,0
190,24,8.0533518,1066612.27293659,1289.45178713975,0,0,0,0,0
191,24,7.9238323,1106614.27685709,1283.15230360064,0,0,0,0,0
192,24,8.0105714,1107777.90147632,1304.94094154521,0,0,0,0,0
193,24,8.0808293,1101713.98658744,1299.57615492893,0,0,0,0,0
194,24,8.7229135,1039697.43465081,1245.38010956452,0,0,0,0,0
195,24,8.0214274,1081566.99055538,1281.39402444285,0,0,0,0,0
196,24,7.9862465,909329.076697263,1315.985822061,0,0,0,0,0
197,24,7.9654067,1100048.04068193,1284.1210444443,0,0,0,0,0
198,24,8.0247234,967963.232977797,1267.30985762756,0,0,0,0,0
199,24,8.3585736,1057003.58288253,1281.22734221854,0,0,0,0,0
200,24,7.9994161,1047309.36199298,1271.85822860851,0,0,0,0,0
201,24,8.068071,1104978.9720178,1301.95839856945,0,0,0,0,0
202,24,7.9754769,1061571.93588222,1295.05121048407,0,0,0,0,0
203,24,8.13289,996465.55554396,1228.7486066898,0,0,0,0,0
204,24,9.8236842,1100870.77634793,1288.86580855456,0,0,0,0,0
205,24,9.7035185,998745.601588734,1341.45248940823,0,0,0,0,0
206,24,9.8019706,1125287.38175354,1315.27989937219,0,0,0,0,0
207,24,8.745494,1104615.07210097,1294.20663409989,0,0,0,0,0
208,24,8.0477695,1059585.06810853,1275.64619075691,0,0,0,0,0
209,24,8.1706882,1022482.00950161,1268.70778602502,0,0,0,0,0
